addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
충청북도 충주시 앙성면 가곡로 1457,,33,0,A02,A0202,A02020300,128020,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/10/3061810_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3061810_image3_1.jpg,Type3,127.7970992,37.09384326,6,2.02E+13,11,,앙성탄산온천,27302
대구광역시 남구 앞산순환로 574-114 앞산케이블카,,4,0,A02,A0205,A02050600,2366916,12,2.02E+13,,,,128.5871647,35.82440277,6,2.02E+13,1,,앞산 케이블카(앞산 전망대),42502
대구광역시 남구 대명동,,4,0,A02,A0205,A02050600,2703807,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/00/2703800_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2703800_image2_1.jpg,Type3,128.5655247,35.83220705,6,2.02E+13,1,,앞산 해넘이전망대,42495
대구광역시 남구 대명동,,4,,A02,A0202,A02020700,2998878,12,2.02E+13,,,,128.5657358,35.83244313,6,2.02E+13,1,,앞산빨래터공원,42495
대구광역시 남구 대명남로 191,,4,0,A02,A0203,A02030600,2611146,12,2.02E+13,,,,128.5791123,35.835818,6,2.02E+13,1,,앞산카페거리,42488
강원특별자치도 양양군 현남면 광진리 78-20,,32,0,A01,A0101,A01011200,2388953,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/79/2603579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2603579_image2_1.jpg,Type3,128.7706162,37.95605922,6,2.02E+13,7,,애견전용해수욕장 멍비치,25056
경기도 김포시 하성면 평화공원로 139,,31,0,A01,A0101,A01010400,125454,12,2.00E+13,,,,126.5940956,37.74324071,7,2.02E+13,8,,애기봉평화생태공원,10004
경기도 화성시 송산면 지화리 산 70,,31,0,A02,A0202,A02020600,2741025,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/37/2775237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2775237_image2_1.jpg,Type3,126.6670066,37.20858192,6,2.02E+13,31,,애니랜드,18545
경상남도 창원시 마산회원구 내서읍 옥정2길 7,,36,0,A02,A0202,A02020600,2747748,12,2.02E+13,,,,128.5200418,35.25241882,6,2.02E+13,16,,애니멀스토리,51244
강원특별자치도 강릉시 성산면 성연로 212-10,,32,,A02,A0202,A02020600,3069526,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/44/3050844_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3050844_image3_1.jpg,Type3,128.8114305,37.73405795,6,2.02E+13,1,,애니멀스토리,25443
경기도 용인시 처인구 포곡읍 에버랜드로 199,,31,0,A02,A0202,A02020600,2757454,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/09/2757509_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2757509_image2_1.jpg,Type3,127.201339,37.29337882,6,2.02E+13,23,,애니멀원더스테이지에버랜드,17023
경상북도 김천시 농소면 신촌리,신촌리 116-2,35,0,A02,A0203,A02030400,2766604,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/82/2766982_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2766982_image2_1.jpg,Type3,128.1745233,36.12544439,6,2.02E+13,6,,애니멀필드,39643
울산광역시 북구 호계매곡6로 108,(호계동),7,0,A02,A0202,A02020600,2717813,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/79/2917379_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2917379_image3_1.jpg,Type1,129.3676488,35.63474429,6,2.02E+13,4,,애니언파크(울산 반려동물 문화센터),44222
강원특별자치도 평창군 대관령면 올림픽로 715,,32,,A02,A0202,A02020600,3067155,12,2.02E+13,,,,128.7055815,37.65099884,6,2.02E+13,15,,애니포레,25352
경기도 연천군 연천읍 와초길 10-36,,31,0,A02,A0203,A02030100,2570218,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/76/1937676_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1937676_image3_1.jpg,Type3,127.0934773,38.13983116,6,2.02E+13,21,,애심목장,11009
제주특별자치도 제주시 애월읍 애월해안로 454-5,,39,,A02,A0202,A02020300,3037525,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/05/3037505_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3037505_image3_1.jpg,Type3,126.3542245,33.47659967,6,2.02E+13,4,,애월테라피,63047
제주특별자치도 제주시 애월읍 애월로 11,,39,,A01,A0101,A01011100,3056625,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/97/3056597_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3056597_image3_1.jpg,Type3,126.3112758,33.46005916,6,2.02E+13,4,,애월한담공원,63043
경상북도 포항시 북구 기북면 덕동문화길 31,,35,0,A02,A0201,A02010400,127588,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/78/3063878_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3063878_image3_1.jpg,Type3,129.18603,36.16688352,6,2.02E+13,23,,애은당고택·사우정고택·용계정,37524
충청북도 괴산군 괴산읍 충민로검승1길 18-9,,33,0,A02,A0201,A02010700,1434822,12,2.01E+13,,,,127.8230162,36.80594075,6,2.02E+13,1,,애한정,28039
제주특별자치도 제주시 금능남로 76,,39,,A01,A0101,A01010500,2858860,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/57/2858457_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2858457_image3_1.jpg,Type3,126.2360869,33.38117226,6,2.02E+13,4,,액티브파크 제주,63016
경기도 고양시 일산동구 정발산동,,31,,A02,A0203,A02030600,3018572,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/96/3018496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3018496_image3_1.jpg,Type3,126.7837137,37.66885275,6,2.02E+13,2,,앤티크거리 보넷길,10363
경상남도 남해군 이동면 신전리,,36,,A02,A0203,A02030100,3081227,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/26/3081226_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/3081226_image3_1.JPG,Type3,127.9519955,34.77834799,6,2.02E+13,5,,앵강다숲마을,52432
경상남도 거제시 하청면 석포리,(하청면),36,0,A01,A0101,A01010400,127260,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/48/2617248_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/2617248_image2_1.JPG,Type3,128.6118587,34.9411776,6,2.02E+13,1,,앵산,53209
경기도 광주시 퇴촌면 천진암로 1203-1,,31,0,A01,A0101,A01010400,125451,12,2.00E+13,,,,127.393593,37.42112029,6,2.02E+13,5,,앵자봉,12716
경상남도 합천군 야로면 구정리,147-3,36,,A01,A0101,A01010500,3015484,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/36/3015336_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3015336_image3_1.jpg,Type3,128.174521,35.70294232,6,2.02E+13,21,,야로면 나홀로 느티나무,50206
전북특별자치도 군산시 옥도면 야미도3길 25-2,"(옥도면, 야미도노인정)",37,0,A01,A0101,A01011300,126294,12,2.02E+11,,,,126.4919196,35.84351362,6,2.02E+13,2,,야미도,54000
전북특별자치도 군산시 옥도면 야미도리 153,,37,0,A01,A0101,A01011400,2748815,12,2.02E+13,,,,126.4885088,35.84064445,6,2.02E+13,2,,야미도선착장,
전라남도 영암군 지소길 34,,38,,A02,A0203,A02030400,2996115,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/14/2996114_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2996114_image3_1.jpg,Type1,126.6141092,34.70484738,6,2.02E+13,17,,야미야미팜,58443
전라남도 구례군 광의면 온당리,,38,0,A02,A0202,A02020600,2702657,12,2.02E+13,,,,127.4414302,35.28173529,6,2.02E+13,5,,야생화테마랜드,
경북 구미시 남통동 산24-5,(남통동),35,0,A02,A0203,A02030400,2782890,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/76/2794576_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2794576_image2_1.jpg,Type3,128.3135892,36.11081248,6,2.02E+13,4,,야은역사체험관,39309
경상북도 경주시 서악2길 23,(서악동),35,0,A02,A0203,A02030400,2650221,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/20/2650220_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/20/2650220_image2_1.bmp,Type3,129.1887534,35.82765806,6,2.02E+13,2,,야호(夜好) 경주! 신라달빛기행(경주일원),38064
경상북도 안동시 길안면 용계은행나무길 371-15,,35,0,A02,A0201,A02010700,126994,12,2.00E+13,,,,128.9187167,36.4822065,6,2.02E+13,11,,약계정,36737
경기도 남양주시 경춘로1283번길 46,(평내동),31,0,A02,A0202,A02020700,2733851,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/93/2740393_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2740393_image2_1.jpg,Type3,127.2305762,37.65157114,6,2.02E+13,9,,약대울체육공원,12217
경기도 성남시 중원구 산성대로625번길 22 (은행동),,31,0,A02,A0201,A02010800,337425,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/57/2021857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2021857_image3_1.jpg,Type3,127.1787584,37.46709717,6,2.02E+13,12,,약사사(경기),13150
서울특별시 강서구 금낭화로17길 261,,1,0,A02,A0201,A02010800,337422,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/85/2671585_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2671585_image3_1.jpg,Type3,126.8029809,37.58692096,6,2.02E+13,4,,약사사(서울),7501
인천광역시 남동구 풀무로 48,(간석동),2,0,A02,A0201,A02010800,127448,12,2.00E+13,,,,126.7128701,37.47184663,6,2.02E+13,4,,약사사(인천),21509
광주광역시 동구 증심사길160번길 89,(운림동),5,0,A02,A0201,A02010800,126334,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/55/1559155_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1559155_image3_1.jpg,Type3,126.9722479,35.12231746,6,2.02E+13,3,,약사암(광주),61493
경상북도 구미시 남통동,,35,0,A02,A0201,A02010800,337429,12,2.01E+13,,,,128.3008936,36.09244489,6,2.02E+13,4,,약사암(구미),39309
전라남도 완도군 약산면 장용리,,38,,A01,A0101,A01011300,2824813,12,2.02E+13,,,,126.9056135,34.38653511,6,2.02E+13,18,,약산도(조약도),59135
전라남도 완도군 약산면 당목길 148-1,,38,,A01,A0101,A01010400,3078021,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/96/3052796_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3052796_image3_1.jpg,Type3,126.9479295,34.37439273,6,2.02E+13,18,,약산해안 치유의숲,59136
서울특별시 관악구 약수암1길 28 약수사,,1,0,A02,A0201,A02010800,126918,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/62/2363162_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2363162_image3_1.jpg,Type3,126.9344614,37.45956033,6,2.02E+13,5,,약수사(서울),8823
부산광역시 사상구 백양대로804번길 42-57 약수암,,6,0,A02,A0201,A02010800,337435,12,2.01E+13,,,,128.9965272,35.17822751,6,2.02E+13,9,,약수암(부산),46938
전북특별자치도 전주시 덕진구 도당산로 46-10,(우아동3가),37,0,A02,A0201,A02010800,337432,12,2.02E+11,http://tong.visitkorea.or.kr/cms/resource/54/1605454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1605454_image3_1.jpg,Type3,127.1583906,35.84507764,6,2.02E+13,12,,약수암(전주),54911
제주특별자치도 서귀포시 이어도로 293-28,(대포동),39,0,A02,A0201,A02010800,127862,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/17/3034717_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3034717_image3_1.jpg,Type3,126.4496742,33.24536563,6,2.02E+13,3,,약천사(제주),63543
경남 거창군 웅양면 산포리,", 가북면 중촌리",36,0,A01,A0101,A01010400,1576712,12,2.01E+13,,,,127.9608862,35.83853145,6,2.02E+13,2,,양각산,"670-823,11"
충청남도 홍성군 서부면 홍남서로 131-31,,34,,A02,A0201,A02010700,3063323,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/18/3063318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3063318_image3_1.jpg,Type3,126.500192,36.55707925,6,2.02E+13,15,,양곡사,32205
광주광역시 남구 이장동 266,,5,0,A02,A0201,A02010700,742356,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/34/741534_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/741534_image3_1.jpg,Type3,126.8634806,35.08692517,6,2.02E+13,2,,양과동정,61757
강원특별자치도 양구군 남면 봉화산로 425,(남면),32,0,A02,A0203,A02030100,770926,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/69/2494869_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2494869_image2_1.jpg,Type3,128.0173058,38.0798248,6,2.02E+13,6,,양구 국토정중앙배꼽마을,24556
강원특별자치도 양구군 동면 숨골로310번길 131,,32,0,A01,A0101,A01010700,2714550,12,2.02E+13,,,,128.0740222,38.1900297,6,2.02E+13,6,,양구 수목원,24511
강원특별자치도 양구군 해안면 동막동길 50-3,,32,0,A02,A0203,A02030100,125810,12,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/22/1841522_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1841522_image3_1.jpg,Type3,128.1438712,38.28926113,6,2.02E+13,6,,양구 펀치볼마을 (펀치볼),24563
강원특별자치도 양구군 양구읍 중앙길 53,,32,0,A02,A0201,A02010700,2569471,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/73/2566573_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2566573_image3_1.jpg,Type3,127.9893076,38.10503522,6,2.02E+13,6,,양구 해시계,24533
강원특별자치도 양구군 양구읍 양남로7번길 13,,32,0,A02,A0202,A02020700,2569469,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/21/2566521_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2566521_image3_1.jpg,Type3,127.9908963,38.10604624,6,2.02E+13,6,,양구군민공원,24523
강원특별자치도 양구군 양구읍 금강산로 439-51,,32,0,A02,A0206,A02060100,2568827,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/31/2566531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2566531_image3_1.jpg,Type3,127.9903514,38.12223879,6,2.02E+13,6,,양구근현대사박물관,24520
강원특별자치도 양구군 양구읍 함춘로 116,,32,,A01,A0101,A01011300,2913878,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/02/2921402_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2921402_image3_1.jpg,Type3,127.989035,38.11837255,6,2.02E+13,6,,양구꽃섬,24520
강원특별자치도 양구군 양구읍 비봉로 69,,32,0,A02,A0206,A02061100,2569468,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/41/2566541_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2566541_image3_1.jpg,Type3,127.986841,38.10819869,6,2.02E+13,6,,양구돌산령지게놀이 전수관,24527
강원특별자치도 양구군 방산면 평화로 5182,,32,0,A01,A0101,A01010500,2616524,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/19/2616519_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/19/2616519_image2_1.bmp,Type3,127.9515051,38.20748089,6,2.02E+13,6,,양구백토 (강원평화지역 국가지질공원),24502
강원특별자치도 양구군 동면 숨골로310번길 169,(동면),32,0,A01,A0101,A01010700,561105,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/54/1583254_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1583254_image3_1.jpg,Type3,128.076372,38.19198507,6,2.02E+13,6,,양구생태식물원,24511
강원특별자치도 양구군 양구읍 파로호로869번길 101,,32,0,A02,A0206,A02060100,2568829,12,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/62/2566562_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2566562_image3_1.jpg,Type3,127.9811633,38.12200253,6,2.02E+13,6,,양구인문학박물관,24515
강원특별자치도 양구군 양구읍 관공서로16번길 5-4,(양구읍),32,0,A02,A0201,A02010700,126607,12,2.00E+13,,,,127.9915212,38.10781827,6,2.02E+13,6,,양구향교,24523
경기도 양평군 옥천면 향교길 45,(옥천면),31,0,A02,A0201,A02010700,1954183,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/66/1954166_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1954166_image2_1.jpg,Type3,127.4576647,37.52517051,6,2.02E+13,19,,양근향교,12508
제주특별자치도 서귀포시 남원읍 신례로298번길 3-6,,39,0,A02,A0201,A02010400,1620863,12,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/86/1617086_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1617086_image3_1.jpg,Type3,126.6286104,33.29134117,6,2.02E+13,3,,양금석가옥,63608
