addr1,addr2,areacode,benikia,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,tel,title,booktour,sigungucode
제주특별자치도 서귀포시 천제연로 166,(중문동),39,,B02,B0201,B02010100,2038553,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/61/2038561_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2038561_image2_1.jpg,Type3,126.4223958,33.25190892,6,2.02E+13,064-802-8889,베니키아 중문호텔,,3
충청남도 천안시 서북구 양지21길 42,,34,,B02,B0201,B02010900,1491968,32,2.01E+13,,,,127.1403218,36.81240826,6,2.02E+13,041-592-0000,베니키아 천안호텔,,12
대전광역시 유성구 테크노중앙로 57,,3,,B02,B0201,B02010100,1952929,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/09/1952909_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/09/1952909_image2_1.JPG,Type3,127.3921042,36.42637373,6,2.02E+13,042-671-0500,베니키아 테크노밸리 호텔,,4
강원특별자치도 동해시 동해대로 6285,(망상동),32,,B02,B0201,B02010100,1772807,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/40/2741840_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2741840_image3_1.jpg,Type3,129.0864407,37.59304627,,2.02E+13,033-530-0700,베니키아 프리미어 동해보양온천 컨벤션호텔,,3
부산광역시 해운대구 해운대해변로 310,(중동),6,,B02,B0201,B02010100,1962921,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/42/1962742_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1962742_image2_1.jpg,Type3,129.164688,35.16151305,6,2.02E+13,"051-606-0600,0601",베니키아 프리미어 마리안느호텔,,16
서울특별시 영등포구 영등포로 389,(신길동),1,,B02,B0201,B02010100,2550683,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/52/2550652_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2550652_image2_1.jpg,Type3,126.9215888,37.51383435,,2.02E+13,,베니키아 프리미어 여의도 호텔,,20
부산광역시 해운대구 해운대해변로 317,(중동),6,,B02,B0201,B02010100,2392458,32,2.02E+13,,,,129.1648435,35.16226297,6,2.02E+13,051-760-7000,베니키아 프리미어 해운대 호텔,,16
서울특별시 구로구 경인로 229,(오류동),1,,B02,B0201,B02010100,2010907,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/06/2010806_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/06/2010806_image2_1.png,Type3,126.8459628,37.4974238,6,2.02E+13,02-2683-9000,베니키아 프리미어 호텔 베르누이,,7
강원특별자치도 원주시 만대로 7-1,(무실동),32,,B02,B0201,B02010100,1742887,32,2.01E+13,,,,127.923814,37.34111707,,2.02E+13,033-748-0100,베니키아 호텔 비즈인,,9
강원특별자치도 속초시 동해대로 3691,(대포동),32,,B02,B0201,B02010100,1937080,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/78/1937078_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1937078_image2_1.jpg,Type3,128.6079827,38.16584002,,2.02E+13,033-635-6644,베니키아 호텔 산과 바다 대포항,,5
강원특별자치도 양양군 강현면 동해대로 3393,,32,,B02,B0201,B02010100,2710680,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/06/2746806_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2746806_image3_1.jpg,Type3,128.613608,38.14050696,6,2.02E+13,033-673-3313,베니키아 호텔 산과바다 양양,,7
제주특별자치도 제주시 애월읍 애월해안로 554-10,,39,,B02,B0201,B02010100,1981890,32,2.02E+13,,,,126.3628348,33.47730251,6,2.02E+13,064-799-3544,베니키아 호텔 제주,,4
경상북도 포항시 남구 중앙로 128,(해도동),35,,B02,B0201,B02010100,143129,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/90/1337990_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1337990_image3_1.jpg,Type3,129.3685237,36.02454478,6,2.02E+13,054-282-2700,베니키아 호텔 포항,,23
제주특별자치도 제주시 한림읍 협재로 226,(한림읍),39,,A02,A0202,A02020200,1976354,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/85/1975985_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1975985_image2_1.jpg,Type3,126.2513107,33.37837837,,2.02E+13,064-796-2908,베니키아 홈 더 제주리조트,,4
경기도 화성시 남양읍 남양리,,31,,B02,B0201,B02010100,3075633,32,2.02E+13,,,,126.8282422,37.20041349,6,2.02E+13,,베니키아더에이치호텔,,31
경상남도 양산시 동면 금오10길 51,,36,,B02,B0201,B02010100,3083319,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/12/3083312_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3083312_image3_1.jpg,Type3,129.0261014,35.31488774,6,2.02E+13,,베니키아양산호텔,,10
전라남도 여수시 시청서6길 19,,38,,B02,B0201,B02010100,1815097,32,2.01E+13,,,,127.6591411,34.756562,,2.02E+13,061-662-0001 (연결후 1번 프론트 선택),베니키아호텔 여수,,13
강원특별자치도 평창군 봉평면 평온길 14-13,,32,,B02,B0201,B02010900,1135668,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/90/2573790_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/90/2573790_image2_1.PNG,Type3,128.3817316,37.60179832,6,2.02E+13,033-335-8001,베리온리조트,,15
강원특별자치도 평창군 봉평면 평온길 14-13,,32,,B02,B0201,B02010700,2574386,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/12/2573812_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/12/2573812_image2_1.PNG,Type3,128.3817316,37.60179832,,2.02E+13,033-335-8001,베리온리조트1,,15
강원특별자치도 평창군 봉평면 평온길 14-13,,32,,B02,B0201,B02010700,2574384,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/12/2573812_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/12/2573812_image2_1.PNG,Type3,128.3817316,37.60179832,,2.02E+13,033-335-8001,베리온리조트2,,15
경상남도 창원시 성산구 마디미로70번길 10,,36,,B02,B0201,B02010100,2577128,32,2.02E+13,,,,128.680773,35.21957265,6,2.02E+13,055-261-2525,베스트루이스해밀턴호텔 창원점,,16
광주광역시 광산구 무진대로212번길 14-19,,5,,B02,B0201,B02010900,2933565,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/22/2933522_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2933522_image3_1.jpg,Type3,126.8024814,35.16103244,6,2.02E+13,,베스트세븐 호텔,,1
전북특별자치도 군산시 새만금북로 435,,37,,B02,B0201,B02010100,1830621,32,2.02E+11,,,,126.5839781,35.94853375,6,2.02E+13,063-469-1234,베스트웨스턴 군산호텔,,2
서울특별시 강남구 봉은사로 139,,1,,B02,B0201,B02010100,143112,32,2.01E+13,,,,127.0297903,37.50636771,6,2.02E+13,02-6474-2000,베스트웨스턴 프리미어 강남호텔,,1
서울특별시 마포구 마포대로 58,,1,,B02,B0201,B02010100,142722,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/35/1359335_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/1359335_image3_1.jpg,Type3,126.9483051,37.54089002,6,2.02E+13,02-710-7111,베스트웨스턴 프리미어 서울가든호텔,,13
인천광역시 중구 공항로424번길 48-27,,2,,B02,B0201,B02010100,143106,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/66/3003666_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3003666_image3_1.jpg,Type3,126.4574859,37.44119014,6,2.02E+13,032-743-1000,베스트웨스턴 프리미어 인천 에어포트 호텔,,10
세종특별자치시 도움1로 7,(어진동),8,,B02,B0201,B02010100,2770436,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/71/2771971_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2771971_image2_1.jpg,Type3,127.2588475,36.50031567,6,2.02E+13,,베스트웨스턴 플러스 호텔세종(베스트웨스턴 플러스),,1
인천광역시 중구 제물량로 217,,2,,B02,B0201,B02010100,761536,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/52/2848252_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2848252_image3_1.jpg,Type3,126.6196286,37.47217272,6,2.02E+13,032-770-9500,베스트웨스턴 하버파크호텔,,10
부산광역시 해운대구 구남로 42,(중동),6,,B02,B0201,B02010100,2651240,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/35/2651235_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2651235_image2_1.jpg,Type3,129.1611772,35.16050754,,2.02E+13,051-664-1234,베스트웨스턴 해운대호텔,,16
전북특별자치도 전주시 완산구 현무1길 41,(서노송동),37,,B02,B0201,B02010100,2783515,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/55/2783655_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2783655_image2_1.jpg,Type3,127.14702,35.82247446,6,2.02E+13,,베스트웨스턴플러스전주호텔,,12
경기도 양평군 용문면 화전로 318-32,,31,,B02,B0201,B02010700,398132,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/02/1893402_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1893402_image3_1.jpg,Type3,127.6011146,37.46440518,6,2.02E+13,031-774-5381,베아트리체 펜션,,19
경기도 포천시 내촌면 금강로2536번길 27,,31,,A02,A0202,A02020200,136638,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/14/1786914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1786914_image3_1.jpg,Type3,127.2496952,37.79764338,6,2.02E+13,031-540-5151,베어스타운리조트 콘도미니엄,,29
부산광역시 해운대구 해운대해변로209번가길 27,,6,,B02,B0201,B02010100,2811461,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/28/2808328_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/28/2808328_image2_1.png,Type3,129.1567804,35.15959923,6,2.02E+13,051-702-0001,베이몬드호텔[한국관광 품질인증/Korea Quality],,16
충청남도 태안군 소원면 만리포2길 235-9,,34,,B02,B0201,B02010900,1836470,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/06/1836506_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/06/1836506_image2_1.JPG,Type3,126.1465789,36.79419865,6,2.02E+13,041-675-9551,베이브리즈가족호텔,,14
부산광역시 영도구 태종로65번길 11 (대교동1가),베이하운드호텔,6,,B02,B0201,B02010900,3028593,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/73/3028573_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/73/3028573_image3_1.JPG,Type3,129.0384647,35.09318226,6,2.02E+13,,베이하운드호텔,,14
제주특별자치도 서귀포시 예래로 424,(하예동),39,,B02,B0201,B02010500,2755497,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/17/2755617_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2755617_image2_1.jpg,Type3,126.3727671,33.23692646,,2.02E+13,,베이힐풀앤빌라,,3
광주광역시 서구 상무중앙로38번길 5-6,(치평동),5,,B02,B0201,B02010100,2595669,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/97/2630397_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2630397_image3_1.jpg,Type3,126.8495136,35.15066219,,2.02E+13,062-655-7777,벤처 비즈니스 호텔(유한회사 벤처) [한국관광 품질인증/Korea Quality],,5
강원특별자치도 평창군 봉평면 흥정계곡1길 35-6,,32,,B02,B0201,B02010700,2498993,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/61/2498961_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2498961_image2_1.jpg,Type3,128.3477003,37.63554933,6,2.02E+13,010-3414-0487,벤치하우스 펜션,,15
제주특별자치도 제주시 연삼로 14,(연동),39,,B02,B0201,B02010100,2718006,32,2.02E+13,,,,126.4937564,33.49345835,6,2.02E+13,,벤티모,,4
경기도 시흥시 연성로13번길 4,,31,,B02,B0201,B02010100,143156,32,2.01E+13,,,,126.8054334,37.39056326,6,2.02E+13,031-404-7711,벨라지오 관광호텔,,14
경상북도 경주시 북군길 107-19,,35,,B02,B0201,B02010700,1954014,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/06/1954006_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/06/1954006_image2_1.JPG,Type3,129.2602462,35.85905586,6,2.02E+13,070-4175-8861,벨루스로즈펜션,,2
경기도 양평군 용문면 학골길 21,,31,,B02,B0201,B02010700,137992,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/07/1942807_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1942807_image3_1.jpg,Type3,127.5599115,37.50981861,6,2.02E+13,031-772-9351,벨뷰펜션,,19
경기도 화성시 큰재봉길 31-15,,31,,B02,B0201,B02010900,2507786,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/50/2507750_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/50/2507750_image2_1.JPG,Type3,127.0787078,37.21811867,6,2.02E+13,031-8003-8213,벨호텔,,31
강원특별자치도 평창군 봉평면 봉평북로 178-21,,32,,B02,B0201,B02010700,2801323,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/06/2801306_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2801306_image2_1.jpg,Type3,128.3564943,37.6257423,6,2.02E+13,,별 따러 가자,,15
충청남도 태안군 원이로 2492,,34,,B02,B0201,B02011600,2623585,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/89/2811889_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/89/2811889_image2_1.JPG,Type3,126.3015553,36.94091212,6,2.02E+13,010-4579-7272,별궁[한국관광 품질인증/Korea Quality],,14
경상남도 함양군 함양읍 동위천1길 5,,36,,B02,B0201,B02010900,136505,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/46/1981346_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1981346_image3_1.jpg,Type3,127.7202965,35.52243519,6,2.02E+13,055-963-7980,별궁모텔,,20
경상북도 청송군 파천면 송소고택길 45-12,,35,,B02,B0201,B02011600,2624013,32,2.02E+13,,,,129.0270584,36.43908569,,2.02E+13,,별동산달빛아래,,21
강원특별자치도 횡성군 둔내면 용현로 466-12,,32,,B02,B0201,B02010700,2380443,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/93/2380393_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2380393_image2_1.jpg,Type3,128.2572336,37.53862549,6,2.02E+13,033-345-6166,별무리펜션,,18
강원특별자치도 원주시 지정면 보통로 569-16,,32,,B02,B0201,B02010900,2552001,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/10/2552010_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2552010_image2_1.jpg,Type3,127.888728,37.34870166,6,2.02E+13,033-746-4488<br />033-746-7711,별무인호텔,,9
전라남도 강진군 달빛한옥길 46,,38,,B02,B0201,B02011600,2572908,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/63/2991363_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2991363_image3_1.jpg,Type1,126.7177381,34.74086727,6,2.02E+13,010-4623-1375,별바라기집[한국관광 품질인증/Korea Quality],,1
강원특별자치도 철원군 갈말읍 직탕길 26,,32,,B02,B0201,B02010700,2913655,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/00/2920500_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2920500_image3_1.jpg,Type3,127.2705702,38.20742928,6,2.02E+13,,별비내리는마을펜션,,12
강원특별자치도 평창군 평창읍 뇌운계곡로 401,(뇌운리),32,,B02,B0201,B02010700,2759898,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/72/2764372_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2764372_image2_1.jpg,Type3,128.3591058,37.41722478,6,2.02E+13,,별빛나루 펜션,,15
경상북도 경주시 북군길 63,,35,,B02,B0201,B02010700,1954315,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/77/1954277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1954277_image2_1.jpg,Type3,129.2629655,35.85625901,6,2.02E+13,0505-679-2991,별빛여정펜션,,2
경기도 가평군 설악면 묵안로 607,,31,,B02,B0201,B02010700,1829796,32,2.01E+13,,,,127.5142317,37.62605151,6,2.02E+13,0507-1460-2054,별소네펜션,,1
경상북도 안동시 임하면 인덕길 86,,35,,B02,B0201,B02011600,2598628,32,2.02E+13,,,,128.8213737,36.53719006,,2.02E+13,054-821-8589,별아래한옥,,11
강원특별자치도 철원군 동송읍 창동로 2297,,32,,B02,B0201,B02010700,560011,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/12/1843212_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/1843212_image3_1.jpg,Type3,127.2779758,38.18319614,6,2.02E+13,033-455-4119,별이든 샘 펜션,,12
전북특별자치도 전주시 완산구 최명희길 26-17,(풍남동3가),37,,B02,B0201,B02011600,2574415,32,2.02E+11,http://tong.visitkorea.or.kr/cms/resource/25/2573825_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2573825_image2_1.jpg,Type3,127.1512698,35.81654743,,2.02E+13,010-3682-6100,별자리,,12
인천광역시 중구 선녀바위로55번길 18,,2,,B02,B0201,B02010900,1882357,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/94/1882394_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/1882394_image2_1.JPG,Type3,126.3796736,37.44189148,6,2.02E+13,032-751-3351,별자리 호스텔,,10
경상남도 통영시 산양읍 산양중앙로 201,,36,,B02,B0201,B02010700,2577239,32,2.02E+13,,,,128.4070636,34.80240056,6,2.02E+13,010-6689-8112,별자리펜션,,17
인천광역시 강화군 내가면 고비고개로743번길 47-7,,2,,B02,B0201,B02010700,1893109,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/30/1888330_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1888330_image3_1.jpg,Type3,126.4075106,37.71890692,6,2.02E+13,010-7752-4333,별장아원,,1
경상남도 사천시 서포면 토끼로 245-49,,36,,B02,B0201,B02010700,2571961,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/13/2571113_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2571113_image2_1.jpg,Type3,127.9666749,34.98906074,,2.02E+13,010-3525-2431,별주부관광팬션(비토섬별주부관광펜션),,8
강원특별자치도 평창군 봉평면 무이진등길 77-15,,32,,B02,B0201,B02010700,2761627,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/78/2767478_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2767478_image2_1.jpg,Type3,128.3434462,37.59972006,6,2.02E+13,,별헤는밤,,15
강원특별자치도 철원군 동송읍 담터길 164,,32,,B02,B0201,B02010700,562299,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/00/1949100_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1949100_image3_1.jpg,Type3,127.2052445,38.15174292,6,2.02E+13,033-455-9881,별헤는밤,,12
경상북도 영양군 석보면 두들마을길 100,,35,,B02,B0201,B02011600,2620413,32,2.02E+13,,,,129.1281321,36.5580463,,2.02E+13,,병암고택,,13
강원특별자치도 평창군 진부면 오대산3길 47,,32,,B02,B0201,B02010700,2800480,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/60/2800360_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2800360_image2_1.jpg,Type3,128.5992225,37.7146561,6,2.02E+13,,보궁민박,,15
전라남도 강진군 달빛한옥길 55,,38,,B02,B0201,B02011600,2604499,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/70/2991370_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2991370_image3_1.jpg,Type1,126.7177492,34.73987571,6,2.02E+13,010-4714-1951,보금자리[한국관광 품질인증/Korea Quality],,1
강원특별자치도 양양군 손양면 선사유적로 240-29,,32,,B02,B0201,B02010700,138900,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/31/2920131_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2920131_image3_1.jpg,Type3,128.6864125,38.05353238,6,2.02E+13,010-9015-5209,보노펜션,,7
부산광역시 동래구 쇠미로 37,"(사직동,삼정그린코아)110동 2103호",6,,B02,B0201,B02011100,2610703,32,2.02E+13,,,,129.0525357,35.19789579,,2.02E+13,010-5640-1529,보람게스트하우스,,6
충청남도 보령시 옥마벚길 10,,34,,A02,A0202,A02020200,2770566,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/62/2772162_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2772162_image2_1.jpg,Type3,126.6230785,36.33207942,6,2.02E+13,,보령 베이스리조트(대천웨스토피아콘도),,5
강원특별자치도 인제군 인제읍 자작나무숲길 1061-2,,32,,B02,B0201,B02010700,2913685,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/07/2920707_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2920707_image3_1.jpg,Type3,128.2271529,38.0038793,6,2.02E+13,,보리네민박,,10
전북특별자치도 전주시 완산구 은행로 93-5,(교동),37,,B02,B0201,B02011600,2611472,32,2.02E+11,,,,127.1533947,35.81167579,,2.02E+13,010-5797-3117,보리수 자수 숙박,,12
제주특별자치도 서귀포시 성산읍 한도로242번길 10-11,,39,,B02,B0201,B02010700,733540,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/97/729097_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/729097_image3_1.jpg,Type3,126.9317051,33.4664517,6,2.02E+13,064-784-0039,보물섬펜션,,3
인천광역시 연수구 능허대로104번길 59,,2,,B02,B0201,B02010900,1748010,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/15/1745615_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1745615_image3_1.jpg,Type3,126.6389338,37.42165393,6,2.02E+13,032-831-2141,보보스모텔,,8
서울특별시 영등포구 국회대로54길 41-18,,1,,B02,B0201,B02010900,1964676,32,2.01E+13,,,,126.9106257,37.52218596,6,2.02E+13,02-2676-7118,보보스모텔,,20
전라남도 보성군 득량면 개울고개길 246-18,,38,,B02,B0201,B02010700,139653,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/25/1972225_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1972225_image3_1.jpg,Type3,127.190679,34.77366318,6,2.02E+13,061-853-8585,보성 그린티하우스,,10
전라남도 보성군 보성읍 노산길 5-56,,38,,B02,B0201,B02010700,138116,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/13/1972213_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1972213_image3_1.jpg,Type3,127.0922941,34.73625461,6,2.02E+13,061-852-1966,보성골망태펜션,,10
전라남도 보성군 보성읍 현충로 6,,38,,B02,B0201,B02010900,138848,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/48/1151048_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/1151048_image3_1.jpg,Type3,127.07452,34.7633096,3,2.02E+13,061-853-7474,보성관광모텔,,10
전라남도 보성군 보성읍 녹차로 899,,38,,B02,B0201,B02010700,139693,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/16/1972216_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/1972216_image3_1.jpg,Type3,127.0909473,34.72489197,6,2.02E+13,061-853-8787,보성군 해바라기 펜션,,10
전라남도 보성군 회천면 충의로 36,,38,,B02,B0201,B02010500,139010,32,2.01E+13,,,,127.0905126,34.671073,6,2.02E+13,061-850-1100,보성다비치콘도,,10
강원특별자치도 원주시 미래로 25 (반곡동),,32,,B02,B0201,B02010100,3082630,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/12/3082612_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3082612_image3_1.jpg,Type3,127.9865921,37.32678101,6,2.02E+13,,보스코아호텔,,9
강원특별자치도 강릉시 신리천로 1219-3,,32,,B02,B0201,B02010700,2016127,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/01/2016001_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/01/2016001_image2_1.JPG,Type3,128.7060383,37.88031397,6,2.02E+13,033-661-8668,보이저펜션[한국관광 품질인증/Korea Quality],,1
강원특별자치도 양양군 강현면 복골길201번길 58,,32,,B02,B0201,B02010700,979536,32,2.01E+13,,,,128.5655373,38.14262523,6,2.02E+13,010-4369-4008,복골온천펜션,,7
경기도 양평군 서종면 화서로 706-44,,31,,B02,B0201,B02010700,912284,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/44/1893344_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1893344_image3_1.jpg,Type3,127.4319611,37.63612383,6,2.02E+13,031-775-0852,본펜션,,19
강원특별자치도 춘천시 남춘로36번길 4,,32,,B02,B0201,B02010100,2907760,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/45/2907745_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2907745_image3_1.jpg,Type3,127.7318855,37.86411399,6,2.02E+13,,봄스테이,,13
강원특별자치도 평창군 봉평면 거품소길 269,,32,,B02,B0201,B02010700,2913644,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/30/2920430_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2920430_image3_1.jpg,Type3,128.3896044,37.55836183,6,2.02E+13,,봄여름가을겨울,,15
강원특별자치도 평창군 봉평면 석이바우길 92-34,,32,,B02,B0201,B02010700,2913619,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/51/2920251_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2920251_image3_1.jpg,Type3,128.3540377,37.57505645,6,2.02E+13,,봉쥬르펜션,,15
강원특별자치도 평창군 봉평면 팔송로 208-7,(무이리),32,,B02,B0201,B02010700,2760926,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/72/2764872_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2764872_image2_1.jpg,Type3,128.3145374,37.61247637,6,2.02E+13,,봉평별빛펜션,,15
경상북도 봉화군 부랭이길 88 봉화군시설관리사업소,정자문화생활관,35,,B02,B0201,B02010700,2814159,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/65/2812165_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/65/2812165_image2_1.JPG,Type3,128.8113862,36.90157878,6,2.02E+13,054-679-6963,봉화정자문화생활관[한국관광 품질인증/Korea Quality],,8
충청남도 공주시 큰샘3길 8,,34,,B02,B0201,B02011600,2708325,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/81/2707581_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/81/2707581_image3_1.jpeg,Type3,127.1200307,36.45081889,,2.02E+13,041-960-5525,봉황재 한옥 게스트하우스  [한국관광 품질인증/Korea Quality],,1
