addr1,addr2,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,eventstartdate,eventenddate,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,areacode,sigungucode,tel,title
서울특별시 서초구 반포대로 222 (반포동),가톨릭성모병원 옴니버스파크,,A02,A0208,A02080600,3087397,15,20240100000000 ,20240302,20240303,http://tong.visitkorea.or.kr/cms/resource/69/3091569_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3091569_image3_1.jpg,Type3,127.0043094,37.49969025,6,20240100000000 ,1,15,,별난주류여행
부산광역시 사하구 다대동,다대포해변공원 등,,A02,A0207,A02070200,2864020,15,20221000000000 ,20230701,20231029,http://tong.visitkorea.or.kr/cms/resource/01/2997401_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/01/2997401_image3_1.png,Type3,128.9669,35.04641395,6,20230800000000 ,6,10,051-626-8816 (나이트 뮤직 캠크닉) <br>051-714-4758 (나이트 푸드테라스),별바다부산 나이트페스타
서울특별시 강남구 신사동,,,A02,A0207,A02070200,2992932,15,20230700000000 ,20230804,20230805,http://tong.visitkorea.or.kr/cms/resource/30/2992930_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2992930_image3_1.jpg,Type3,127.1156057,37.47242875,6,20230700000000 ,1,1,070-4705-3571,별별놀이터
경기도 파주시 탑삭골길 260,,,A02,A0207,A02070200,2569685,15,20181100000000 ,20240101,20241231,http://tong.visitkorea.or.kr/cms/resource/53/2639353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2639353_image2_1.jpg,Type3,126.7949386,37.73263996,6,20240100000000 ,31,27,031-957-6861,별빛이 흐르는 정원
충청남도 보령시 해수욕장10길 5 (신흑동),대천해수욕장 머드광장,,A02,A0207,A02070200,2435924,15,20161000000000 ,20231104,20231105,http://tong.visitkorea.or.kr/cms/resource/22/2435922_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2435922_image2_1.jpg,Type3,126.510378,36.31510166,6,20231100000000 ,34,5,041-935-3850,보령 김축제
충청남도 보령시 신흑동,,,A02,A0207,A02070100,506534,15,20080300000000 ,20240719,20240804,http://tong.visitkorea.or.kr/cms/resource/35/2991635_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/35/2991635_image3_1.JPG,Type3,126.5150831,36.31459902,6,20240100000000 ,34,5,041-930-0891,보령머드축제
전라남도 보성군 보성읍 녹차로 775,,,A02,A0207,A02070100,553299,15,20080400000000 ,20240502,20240506,http://tong.visitkorea.or.kr/cms/resource/53/2689753_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/53/2689753_image2_1.png,Type3,127.0817371,34.71987571,6,20240100000000 ,38,10,061-850-5211~4,보성다향대축제
충청북도 보은군 회인면 중앙리,회인로 42-5,,A02,A0207,A02070200,2858917,15,20220900000000 ,20230915,20230917,http://tong.visitkorea.or.kr/cms/resource/68/2997568_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2997568_image3_1.jpg,Type3,127.5983173,36.49144774,6,20231100000000 ,33,3,043-540-3407,보은 회인 문화재 야행
충청북도 보은군 보은읍 이평리,보은읍 뱃들공원 및 속리산 일원,,A02,A0207,A02070200,900168,15,20091200000000 ,20231013,20231022,http://tong.visitkorea.or.kr/cms/resource/95/3006695_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/95/3006695_image3_1.png,Type3,127.7234202,36.4863478,6,20230900000000 ,33,3,043-540-3392,보은대추 축제
강원특별자치도 강릉시 성산면 보현길 396,,,A02,A0207,A02070200,3021124,15,20231000000000 ,20231021,20231023,http://tong.visitkorea.or.kr/cms/resource/22/3021122_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/22/3021122_image3_1.png,Type3,128.7693064,37.73662628,6,20231000000000 ,32,1,033-648-9431,보현사산사천년문화제
대전광역시 서구 복수동로51번길 58,,,A02,A0207,A02070200,2974319,15,20230400000000 ,20230429,20230429,http://tong.visitkorea.or.kr/cms/resource/88/2974288_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/88/2974288_image3_1.JPG,Type3,127.3818836,36.29915477,6,20230600000000 ,3,3,042-586-1177,복수동 오복마을 축제
제주특별자치도 서귀포시 산록남로762번길 69 본태박물관,,,A02,A0208,A02080500,3000015,15,20230800000000 ,20230901,20240209,http://tong.visitkorea.or.kr/cms/resource/37/2999837_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/37/2999837_image3_1.png,Type3,126.3920056,33.30400825,6,20230900000000 ,39,3,0507-1342-8108,본태박물관 쿠사마야요이 특별전시
경기도 가평군 상면 수목원로 432,(상면),,A02,A0207,A02070200,989991,15,20100300000000 ,20230421,20230528,http://tong.visitkorea.or.kr/cms/resource/65/2953465_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/65/2953465_image3_1.png,Type3,127.3519431,37.74174898,6,20230500000000 ,31,1,1544-6703,봄꽃페스타
경상북도 봉화군 봉화읍 내성리,,,A02,A0207,A02070200,506544,15,20080300000000 ,20230921,20230924,http://tong.visitkorea.or.kr/cms/resource/92/2620592_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2620592_image2_1.jpg,Type3,128.7396262,36.89054812,6,20230900000000 ,35,8,054-674-3053,봉화송이한약우축제
경상북도 봉화군 봉화읍 내성리,,,A02,A0207,A02070200,142064,15,20070700000000 ,20230729,20230806,http://tong.visitkorea.or.kr/cms/resource/78/2990878_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/78/2990878_image3_1.png,Type3,128.7368265,36.8885483,6,20240100000000 ,35,8,054-674-3053,봉화은어축제
경상남도 창녕군 부곡면 거문리,,,A02,A0207,A02070200,1745160,15,20121100000000 ,20230331,20230402,http://tong.visitkorea.or.kr/cms/resource/64/2952264_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2952264_image3_1.jpg,Type3,128.5955077,35.44380422,6,20230300000000 ,36,15,창녕군청 관광체육과 055-530-1593 <br>부곡온천관광협의회 055-536-6277,부곡온천축제
서울특별시 성동구 독서당로40길 25-1 (옥수동),1층 부부요리단,,A05,A0502,A05020100,,39,20231200000000 ,20230701,20230701,,,,127.0175515,37.54286325,6,20240100000000 ,1,16,,부부요리단
부산광역시 해운대구 APEC로 30 (우동),벡스코 제2전시장 및 유니크베뉴,,A02,A0207,A02070200,1813386,15,20130500000000 ,20231130,20231201,http://tong.visitkorea.or.kr/cms/resource/53/3044253_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3044253_image3_1.jpg,Type3,129.1349766,35.16580369,6,20231100000000 ,6,16,051-717-2643,부산 MICE Festival
부산광역시 금정구 금성동,,,A02,A0207,A02070200,1275743,15,20110500000000 ,20230526,20230528,http://tong.visitkorea.or.kr/cms/resource/95/2988095_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2988095_image3_1.jpg,Type3,129.0570562,35.24532111,6,20230600000000 ,6,2,051-715-6781,부산 금정산성축제
부산광역시 남구 분포로 66-40,,,A02,A0207,A02070200,1202916,15,20110200000000 ,20230205,20230205,http://tong.visitkorea.or.kr/cms/resource/49/2944949_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2944949_image3_1.jpg,Type3,129.1201732,35.13225717,6,20230400000000 ,6,4,051-607-4064,부산 남구 정월대보름 달맞이축제
부산광역시 부산진구 부전동,,,A02,A0207,A02070200,2950857,15,20230200000000 ,20230401,20230429,http://tong.visitkorea.or.kr/cms/resource/56/2950856_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2950856_image3_1.jpg,Type3,129.0612278,35.15453969,6,20230300000000 ,6,7,051-711-3722,부산 댄스 페스티벌
부산광역시 사상구 삼락동 686번지,,,A02,A0207,A02070200,1797090,15,20130200000000 ,20230205,20230205,,,,128.9765153,35.16890319,6,20230300000000 ,6,9,사상문화원 051-316-9111,부산 사상 전통달집놀이
부산광역시 수영구 광안해변로 219,(광안동),,A02,A0207,A02070200,1796523,15,20130200000000 ,20230205,20230205,,,,129.117348,35.15160773,6,20230300000000 ,6,12,수영구청 문화공보과 051-610-4049,부산 수영 전통달집놀이
부산광역시 부산진구 시민공원로 73 부산시민공원,,,A02,A0207,A02070200,2818494,15,20220500000000 ,20230508,20230521,http://tong.visitkorea.or.kr/cms/resource/92/2986692_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2986692_image3_1.jpg,Type3,129.0572361,35.16544951,6,20231000000000 ,6,7,051-330-3472 / 1577-9337,부산가족축제
부산광역시 동구 자성로133번길 16 시민회관,,,A02,A0207,A02070200,3006246,15,20230900000000 ,20231013,20231016,http://tong.visitkorea.or.kr/cms/resource/98/3006198_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3006198_image3_1.jpg,Type3,129.0652501,35.13888597,6,20230900000000 ,6,5,051-745-7235(부산문화재단 예술지원팀 손정은),부산국제공연예술마켓(BPAM)
부산광역시 금정구 장전온천천로 48 부산대지하철역,온천천 일원,,A02,A0207,A02070200,2558735,15,20180800000000 ,20230922,20230924,http://tong.visitkorea.or.kr/cms/resource/83/2997883_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2997883_image3_1.jpg,Type3,129.0893371,35.22965402,6,20230800000000 ,6,2,051-715-6982,부산국제공연예술제
부산광역시 사상구 삼락동,,,A02,A0207,A02070200,140799,15,20050500000000 ,20231007,20231008,http://tong.visitkorea.or.kr/cms/resource/36/2988136_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/36/2988136_image3_1.png,Type3,128.9682187,35.17289704,6,20230900000000 ,6,9,051-713-5000,부산국제록페스티벌
부산광역시 남구 못골번영로71번길 74 부산예술대학,,,A02,A0207,A02070200,1032770,15,20100500000000 ,20230415,20231029,http://tong.visitkorea.or.kr/cms/resource/76/2989876_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/76/2989876_image3_1.png,Type3,129.084951,35.1423165,6,20230600000000 ,6,4,051-626-7002,부산국제매직페스티벌
부산광역시 중구 백산길 13,"다대포해변공원, 한성1918 부산생활문화센터",,A02,A0207,A02070200,3002519,15,20230800000000 ,20230905,20230910,http://tong.visitkorea.or.kr/cms/resource/95/3002495_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/95/3002495_image3_1.png,Type3,129.0346204,35.10181733,6,20230800000000 ,6,15,070-4006-6849,"부산문화예술교육 페스티벌 <와르르,우르르,모야>"
부산광역시 해운대구 APEC로 55 (우동),벡스코 제2전시장 4EF홀,,A02,A0207,A02070200,2915175,15,20221100000000 ,20231128,20231129,http://tong.visitkorea.or.kr/cms/resource/39/3044139_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/39/3044139_image3_1.JPG,Type3,129.1355209,35.16874503,6,20231100000000 ,6,16,051-781-2312,부산미아트페스티벌
부산광역시 부산진구 시민공원로 73 (범전동),,,A02,A0207,A02070200,3016659,15,20230900000000 ,20231014,20231015,http://tong.visitkorea.or.kr/cms/resource/54/3016654_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/54/3016654_image3_1.JPG,Type3,129.0572361,35.16544951,6,20231000000000 ,6,7,051-717-2641,부산민속예술제
부산광역시 사하구 다대동,"부산광역시 다대포 해수욕장, 해운대 해수욕장 일원",,A02,A0207,A02070200,142080,15,20070700000000 ,20230801,20230806,http://tong.visitkorea.or.kr/cms/resource/19/2993619_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/19/2993619_image3_1.png,Type3,128.9662723,35.04691666,6,20230700000000 ,6,10,051-713-5032,부산바다축제
부산광역시 수영구 광안해변로 219 (광안동),,,A02,A0207,A02070200,235076,15,20071000000000 ,20231104,20231104,http://tong.visitkorea.or.kr/cms/resource/13/3018313_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/13/3018313_image3_1.jpeg,Type3,129.1185478,35.15381306,6,20231100000000 ,6,12,051-713-5000,부산불꽃축제
부산광역시 해운대구 수영강변대로 120 영화의전당,,,A02,A0207,A02070200,2757747,15,20211000000000 ,20230520,20230520,http://tong.visitkorea.or.kr/cms/resource/92/2987392_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/92/2987392_image3_1.png,Type3,129.1270688,35.17100296,6,20230500000000 ,6,16,051-711-6845 / 6854,부산세계시민축제
부산광역시 해운대구 수영강변대로 120 영화의전당,,,A02,A0207,A02070200,2856938,15,20220900000000 ,20230818,20230820,http://tong.visitkorea.or.kr/cms/resource/54/2993454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2993454_image3_1.jpg,Type3,129.1272188,35.17120849,6,20230700000000 ,6,15,051-714-4758,부산수제맥주마스터스챌린지
부산광역시 해운대구 APEC로 55 (우동),야외광장,,A02,A0207,A02070200,3012104,15,20230900000000 ,20231018,20231022,http://tong.visitkorea.or.kr/cms/resource/03/3012103_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/03/3012103_image3_1.JPG,Type3,129.1355209,35.16874503,6,20230900000000 ,6,16,051-740-7549,부산수제맥주페스티벌
부산광역시 연제구 중앙대로 1217,국제문화센터,,A02,A0207,A02070200,2557249,15,20180800000000 ,20231005,20231031,http://tong.visitkorea.or.kr/cms/resource/84/3013884_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3013884_image3_1.jpg,Type3,129.0624155,35.1931104,6,20230900000000 ,6,13,051-505-2030,부산스토리텔링축제 [북구 늴리리]
부산광역시 부산진구 동성로112번길 121-1,,,A02,A0207,A02070200,1553601,15,20120200000000 ,20230428,20230514,http://tong.visitkorea.or.kr/cms/resource/21/2811021_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/21/2811021_image3_1.JPG,Type3,129.0669047,35.16519972,6,20230400000000 ,6,7,051-867-0501,부산연등축제
부산광역시 부산진구 서면로 39 KT&G 상상마당부산,,,A02,A0207,A02070200,2873292,15,20221000000000 ,20231026,20231029,http://tong.visitkorea.or.kr/cms/resource/60/3018160_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3018160_image3_1.jpg,Type3,129.0573309,35.15430909,6,20231100000000 ,6,7,051-749-9160,부산웹툰페스티벌
부산광역시 해운대구 APEC로 55 벡스코,"벡스코 제1전시장, 1홀",,A02,A0208,A02080600,2736033,15,20210800000000 ,20230825,20230827,,,,129.1355209,35.16874503,6,20230600000000 ,6,16,BIC2022 운영사무국 010-3371-2999 <BR> BIC조직위 070-8855-5058,부산인디커넥트페스티벌 2023
부산광역시 중구 자갈치로 45-1 (남포동5가),"자갈치시장 일원, 유라리 광장",,A02,A0207,A02070200,506562,15,20080300000000 ,20231005,20231008,http://tong.visitkorea.or.kr/cms/resource/51/3016451_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/3016451_image3_1.JPG,Type3,129.029246,35.09734829,6,20230900000000 ,6,15,051-243-9363,부산자갈치축제
부산광역시 동구 중앙대로 191 (초량동),"부산역, 부산차이나타운",,A02,A0207,A02070200,1632340,15,20120500000000 ,20231020,20231022,http://tong.visitkorea.or.kr/cms/resource/91/3021091_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3021091_image3_1.jpg,Type3,129.0389891,35.11447433,6,20231000000000 ,6,5,051-440-4062,부산차이나타운 문화축제
부산광역시 중구 용미길9번길 6-45 (남포동1가),,,A02,A0208,A02080600,3023315,15,20231000000000 ,20231027,20231027,http://tong.visitkorea.or.kr/cms/resource/66/3023266_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3023266_image3_1.jpg,Type3,129.0359065,35.09649017,6,20231000000000 ,6,15,010-3845-8051,부산평화통일박람회
부산광역시 해운대구 수영강변대로 120 영화의전당,영화의전당,,A02,A0207,A02070200,2719122,15,20210600000000 ,20230630,20230702,http://tong.visitkorea.or.kr/cms/resource/10/2990610_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/10/2990610_image3_1.png,Type3,129.1270688,35.17100296,6,20230600000000 ,6,16,051-710-6948,부산푸드필름페스타
부산광역시 동구 충장대로 206 부산항 국제여객터미널,,,A02,A0207,A02070200,1007868,15,20100400000000 ,20230527,20230528,http://tong.visitkorea.or.kr/cms/resource/48/2988148_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/48/2988148_image3_1.png,Type3,129.0491743,35.11778525,6,20230500000000 ,6,5,051-713-5000,부산항축제
충남 부여군 부여읍 성왕로 229-16,,,A02,A0207,A02070200,2703106,15,20210100000000 ,20230505,20230507,http://tong.visitkorea.or.kr/cms/resource/91/2952491_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/91/2952491_image3_1.JPG,Type3,126.9136704,36.28324004,6,20230600000000 ,34,6,041-830-2823,부소산 봄 나들이 축제
전북특별자치도 부안군 매창로 89,부안 매창공원,,A02,A0207,A02070200,1560363,15,20120200000000 ,20230504,20230506,http://tong.visitkorea.or.kr/cms/resource/55/2646255_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/2646255_image2_1.JPG,Type3,126.728671,35.71880406,6,20240100000000 ,37,6,063-580-4777,부안마실축제
전북특별자치도 부안군 당산로 91 부안군청,,,A02,A0207,A02070200,2841087,15,202401000000 ,20231020,20231021,http://tong.visitkorea.or.kr/cms/resource/53/2993553_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/53/2993553_image3_1.png,Type3,126.7332425,35.7316999,6,20240100000000 ,37,6,063-244-3177,부안문화재야행
전북특별자치도 부안군 변산로 2100,,,A02,A0207,A02070200,2933008,15,202401000000 ,20231013,20231015,http://tong.visitkorea.or.kr/cms/resource/22/3009322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3009322_image3_1.jpg,Type3,126.5303731,35.67872749,6,20240100000000 ,37,6,063-580-4777,부안붉은노을축제
전북특별자치도 부안군 변산면 대항리 614,챌린지테마파크,,A02,A0207,A02070200,2993153,15,20230700000000 ,20230708,20230820,http://tong.visitkorea.or.kr/cms/resource/52/2993152_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2993152_image3_1.jpg,Type3,126.534256,35.6803857,6,20240100000000 ,37,6,010-9914-2467,부안워터페스티벌
충청남도 부여군 부소로 31 부소산성,", 부여군 관북리유적",,A02,A0207,A02070200,2756253,15,20211000000000 ,20230915,20231009,http://tong.visitkorea.or.kr/cms/resource/86/3000086_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3000086_image3_1.jpg,Type3,126.9148563,36.28480099,6,20230800000000 ,34,6,,부여 문화유산 미디어아트
충청남도 부여군 정림로 83 정림사지,,,A02,A0207,A02070200,2540959,15,20180300000000 ,20230915,20230917,http://tong.visitkorea.or.kr/cms/resource/57/2996157_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/57/2996157_image3_1.PNG,Type3,126.9128956,36.27907106,6,20230700000000 ,34,6,041-837-1722,부여 문화재 야행
경기도 부천시 성곡로63번길 99 도당공원,부천백만송이장미원,,A02,A0207,A02070200,2989515,15,20230500000000 ,20230520,20230611,http://tong.visitkorea.or.kr/cms/resource/00/2989500_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2989500_image3_1.jpg,Type3,126.793206,37.5171039,6,20230600000000 ,31,11,032-320-3000,부천 백만송이장미축제
경기도 부천시 성주로23번길 22,(송내동),,A02,A0207,A02070200,749822,15,20090600000000 ,20230825,20230826,http://tong.visitkorea.or.kr/cms/resource/40/2837140_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/40/2837140_image3_1.jpeg,Type3,126.7604377,37.4813297,6,20230800000000 ,31,11,032-625-6032,부천 소사복숭아축제
경기도 부천시 길주로 1,,,A02,A0207,A02070100,589386,15,20080700000000 ,20230914,20230917,http://tong.visitkorea.or.kr/cms/resource/50/3007750_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/50/3007750_image3_1.png,Type3,126.7422053,37.50825125,6,20231100000000 ,31,11,032-310-3070,부천국제만화축제
경기도 부천시 원미구 길주로 1,,,A02,A0207,A02070200,1745103,15,20121100000000 ,20231020,20231024,http://tong.visitkorea.or.kr/cms/resource/19/3019119_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3019119_image3_1.jpg,Type3,126.742433,37.50907616,6,20231000000000 ,31,11,032-325-2061,부천국제애니메이션페스티벌(BIAF)
경기도 부천시 삼정동,363-4 부천아트벙커B39,,A02,A0207,A02070200,2039499,15,20151100000000 ,20231021,20231023,http://tong.visitkorea.or.kr/cms/resource/37/3019537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3019537_image3_1.jpg,Type3,126.767411,37.52147516,6,20231000000000 ,31,11,031-269-6131,부천시와 함께하는 경기건축문화제
경기도 부천시 석천로 293 부천체육관,,,A02,A0208,A02080600,2618488,15,20190900000000 ,20230909,20230910,,,,126.7637338,37.51342603,6,20230800000000 ,31,11,032-716-6475,부천판타지아 로봇페스티벌
인천광역시 부평구 부평대로 166 원평빌딩,,,A02,A0207,A02070100,1266642,15,20110400000000 ,20230922,20230924,http://tong.visitkorea.or.kr/cms/resource/88/2830088_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2830088_image3_1.jpg,Type3,126.7216156,37.50619835,6,20231200000000 ,2,6,032-509-7516,부평풍물대축제
인천광역시 계양구 향교로 19 (계산동),,,A02,A0207,A02070200,3021261,15,20231000000000 ,20231026,20231126,http://tong.visitkorea.or.kr/cms/resource/04/3021804_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/04/3021804_image3_1.png,Type3,126.7207175,37.53954723,6,20231100000000 ,2,2,032-450-5753,부평향교 밤마실
인천광역시 계양구 향교로 19 부평향교(지정문화재),,,A02,A0207,A02070200,2987482,15,20230500000000 ,20230520,20230520,http://tong.visitkorea.or.kr/cms/resource/78/2987478_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/78/2987478_image3_1.png,Type3,126.7207175,37.53954723,6,20230700000000 ,2,2,032-450-5754,부평향교 효를 나누는 응다방
서울특별시 종로구 북촌로5길 48 (화동),,,A02,A0207,A02070200,2856677,15,20220900000000 ,20231021,20231021,http://tong.visitkorea.or.kr/cms/resource/81/3018981_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/81/3018981_image3_1.png,Type3,126.9823786,37.57973612,6,20231000000000 ,1,23,02-2148-1873,북촌공방축제 '장인의 작업실'
서울특별시 종로구 계동길 37,,,A02,A0207,A02070200,2753551,15,20211000000000 ,20231013,20231022,http://tong.visitkorea.or.kr/cms/resource/33/3079533_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/33/3079533_image3_1.png,Type3,126.9862894,37.5791307,6,20240100000000 ,1,23,02-741-1033,북촌의날
서울특별시 은평구 진관동 125,-12 은평한옥마을 한문화 공영주차장,,A02,A0207,A02070200,2623690,15,20191000000000 ,20230916,20230917,http://tong.visitkorea.or.kr/cms/resource/37/3000437_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3000437_image3_1.jpg,Type3,126.9248852,37.63130131,6,20230900000000 ,1,22,02-351-6505,북한산 韓문화 페스티벌
부산광역시 부산진구 자유평화로 11 누리엔,,,A02,A0208,A02081300,2990893,15,20230600000000 ,20230624,20231125,,,,129.0612253,35.14178279,6,20230600000000 ,6,7,070-4006-7877,브루어리 탐험대 양조장 투어
부산광역시 부산진구 자유평화로 11 누리엔,부산관광공사,,A02,A0208,A02081300,2990525,15,20230600000000 ,20230619,20231119,,,,129.0612253,35.14178279,6,20230600000000 ,6,7,070-4006-7877,브루어리 탐험대 펍 크롤링 투어
부산광역시 해운대구 수영강변대로 120 (우동),부산 영화의전당,,A02,A0207,A02070200,3021754,15,20231000000000 ,20231020,20231022,http://tong.visitkorea.or.kr/cms/resource/51/3021751_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3021751_image3_1.jpg,Type3,129.1270688,35.17100296,6,20231000000000 ,6,16,070-4239-6821,비욘드 한글
부산광역시 해운대구 수영강변대로 120 영화의전당,,,A02,A0207,A02070200,3000001,15,20230800000000 ,20230909,20230909,http://tong.visitkorea.or.kr/cms/resource/90/2999990_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/90/2999990_image3_1.png,Type3,129.1270688,35.17100296,6,20231100000000 ,6,16,010-4613-3797,빅루프뮤직페스티벌
대구광역시 수성구 팔현길 248 영남제일관,,,A02,A0207,A02070200,2858898,15,20220900000000 ,20231021,20231021,http://tong.visitkorea.or.kr/cms/resource/65/3010865_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3010865_image3_1.jpg,Type3,128.6583042,35.87531221,6,20230900000000 ,4,7,053-253-0515,빅피플 페스티벌
인천광역시 강화군 고비고개로741번길 37-48,신선낚시터,,A02,A0207,A02070200,1964700,15,20141100000000 ,20231222,20240228,http://tong.visitkorea.or.kr/cms/resource/04/2802404_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/04/2802404_image2_1.jpeg,Type3,126.4155126,37.71992361,6,20231200000000 ,2,1,032-933-1366,빙어대잔치
광주광역시 북구 첨단과기로 235,국립광주과학관,,A02,A0207,A02070200,2617344,15,20190900000000 ,20230909,20230910,http://tong.visitkorea.or.kr/cms/resource/54/3001554_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3001554_image3_1.jpg,Type3,126.8498754,35.22996434,6,20230800000000 ,5,4,062-385-4161,빛고을 드론 페스티벌
인천광역시 연수구 컨벤시아대로 160 (송도동),송도 센트럴파크,,A02,A0207,A02070200,3012714,15,20230900000000 ,20231007,20231029,http://tong.visitkorea.or.kr/cms/resource/98/3012698_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3012698_image3_1.jpg,Type3,126.6435815,37.39041597,6,20231100000000 ,2,8,032-899-7429,"빛의 정원, 송도"
서울특별시 노원구 동일로 1308-1 중계역,,,A02,A0207,A02070200,2862358,15,20220900000000 ,20231013,20231105,http://tong.visitkorea.or.kr/cms/resource/55/2862355_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2862355_image3_1.jpg,Type3,127.0642638,37.64494112,6,20231000000000 ,1,9,02-2289-3466,빛조각 페스티벌 '노원달빛산책'
충청남도 천안시 서북구 번영로 156 천안시청,,,A02,A0207,A02070200,2846873,15,20220800000000 ,20231021,20231022,http://tong.visitkorea.or.kr/cms/resource/67/2998567_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2998567_image3_1.jpg,Type3,127.1124243,36.81464917,6,20230900000000 ,34,12,041-521-5434,빵빵데이 천안
경기도 가평군 호반로 1063 쁘띠프랑스,,,A02,A0207,A02070200,2825667,15,20220600000000 ,20230701,20230831,http://tong.visitkorea.or.kr/cms/resource/24/2991924_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/24/2991924_image3_1.png,Type3,127.4909256,37.71505741,6,20230600000000 ,31,1,031-584-8200,쁘띠프랑스 & 이탈리아마을 베니스가면축제
제주특별자치도 서귀포시 형제해안로 13-1 사계어촌체험관광센터,사계어촌 체험마을,,A02,A0207,A02070200,2892159,15,20221100000000 ,20231007,20231007,http://tong.visitkorea.or.kr/cms/resource/28/3006828_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3006828_image3_1.jpg,Type3,126.3050871,33.22787918,6,20230900000000 ,39,3,0507-1455-2044,사계로 페스티벌
서울특별시 도봉구 마들로 916 방문자센터,,,A02,A0207,A02070200,2988569,15,20230500000000 ,20230519,20230528,http://tong.visitkorea.or.kr/cms/resource/67/2988567_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2988567_image3_1.jpg,Type3,127.047189,37.68957451,6,20230500000000 ,1,10,010-9776-2721,사계축제 꽃 기억해 (봄)
